func_id, globals
210374, "prefs_cache;"
79439, ""
198235, ""
173177, ""
69211, "mail_fetch_allowable_ports;"
219032, ""
19839, "sort;color;allow_server_sort;allow_server_thread;"
213209, ""
86778, "calendardata;username;data_dir;year;"
225940, ""
184248, ""
67982, "data_dir;imapServerAddress;imapPort;"
152461, ""
147697, ""
162590, ""
171804, ""
111280, ""
136473, "squirrelmail_attachments_finished_handling;"
165838, ""
129098, "squirrelmail_language;"
73365, ""
143193, ""
158131, ""
188366, ""
34589, "IND;"
184867, "hour_format;"
138752, "trash_folder;delimiter;"
161612, "move_to_trash;trash_folder;auto_expunge;uid_support;"
75689, ""
137406, "username;data_dir;domain;"
23751, "msort;sort;msgs;thread_sort_messages;allow_server_sort;server_sort_array;"
140681, "uid_support;where;what;mailbox;passed_id;startMessage;"
193498, ""
79511, "delete_move_next_t;"
106884, "color;translate_server;message;translate_dir;translate_show_read;imapConnection;wrap_at;passed_id;mailbox;"
199554, ""
218323, ""
93247, "optpage_blocks;"
142296, "where;what;startMessage;color;passed_ent_id;"
229116, ""
92475, ""
82086, ""
170333, ""
215766, ""
223868, ""
169346, ""
232373, ""
63481, "SpamFilters_DNScache;SpamFilters_CacheTTL;"
172372, ""
123987, ""
16962, ""
140244, ""
228536, ""
145932, ""
78087, "plugins;"
134583, ""
182564, "languages;squirrelmail_language;"
63777, "data_dir;username;SpamFilters_ShowCommercial;"
101127, "squirrelmail_plugin_hooks;"
61983, "mailbox;imapServerAddress;imapPort;imap;imap_general;filters;imap_stream;imapConnection;UseSeparateImapConnection;AllowSpamFilters;"
219950, ""
231075, ""
152957, ""
184933, "invert_time;hour_format;show_full_date;"
106842, "squirrelmail_plugin_hooks;"
139293, "squirrelmail_plugin_hooks;"
169214, ""
93115, ""
209794, "gettext_php_domain;gettext_php_loaded;"
224992, ""
162288, "squirrelmail_language;color;"
203953, ""
219259, ""
74696, ""
129702, "imap_server_type;config_location_base;is_secure_connection;sq_ignore_http_x_forwarded_headers;"
132322, "data_dir;username;disable_security_tokens;do_not_use_single_token;"
174427, ""
205164, "use_gettext;languages;squirrelmail_language;squirrelmail_default_language;default_charset;sm_notAlias;"
210314, ""
153962, "delimiter;hide_sm_attributions;base_uri;data_dir;username;frame_top;compose_new_win;action;reply_focus;"
185417, ""
123709, ""
171107, ""
199171, ""
152697, "squirrelmail_language;base_uri;theme_css;custom_css;pageheader_sent;browser_rendering_mode;"
219932, ""
138109, ""
220784, ""
200795, ""
227854, ""
16397, "use_javascript_addr_book;save_as_draft;default_use_priority;mailprio;default_use_mdn;request_mdn;request_dr;data_dir;username;"
144784, ""
182869, "lastTargetMailbox;"
146309, ""
65787, ""
69295, "mail_fetch_block_server_pattern;"
157856, ""
122112, ""
105819, ""
228754, ""
130638, ""
212165, ""
83859, "year;month;color;calendardata;todayis;"
75183, ""
138650, ""
75578, ""
77067, "SQSPELL_WORDS_FILE;SQSPELL_CRYPTO;SCRIPT_NAME;"
191853, ""
180423, "index_order;internal_date_sort;imap_server_type;"
225551, "username;attachment_dir;"
65341, "data_dir;username;"
172402, ""
220428, ""
69845, ""
206073, ""
132648, "default_charset;"
133769, ""
92391, ""
16696, "body;send_to;send_to_cc;send_to_bcc;subject;color;"
123954, ""
179319, "imapServerAddress;use_mailbox_cache;index_order;indent_array;thread_sort_messages;allow_server_sort;server_sort_order;PHP_SELF;"
102951, "mailbox;spamcop_delete;auto_expunge;username;key;imapServerAddress;imapPort;compose_new_win;"
139879, "dir_hash_level;"
124842, "draft_folder;save_as_draft;"
134747, ""
162129, "squirrelmail_language;color;"
127112, "delimiter;"
152987, "hide_sm_attributions;frame_top;compose_new_win;compose_width;compose_height;attachemessages;provider_name;provider_uri;javascript_on;default_use_mdn;mdn_user_support;startMessage;org_title;action;reply_focus;"
42328, "color;"
197622, "color;"
121056, ""
213224, ""
167252, "squirrelmail_language;color;"
194966, ""
197227, ""
23550, "msort;msgs;sort;thread_sort_messages;allow_server_sort;server_sort_array;"
169280, ""
205804, "languages;sm_notAlias;default_charset;lossy_encoding;"
222438, ""
211519, ""
188300, ""
134433, "SQ_PHP_VERSION;"
165413, ""
175856, ""
157392, "thread_new;sort_by_ref;default_charset;server_sort_array;uid_support;"
213161, ""
178072, ""
8684, ""
143423, "languages;squirrelmail_language;default_charset;"
170805, "javascript_on;"
199515, ""
134720, ""
150935, "languages;squirrelmail_language;"
149078, ""
174585, ""
86033, ""
39577, "color;"
221104, ""
134768, ""
122010, ""
2514, "color;abook;"
203914, ""
57063, "data_dir;username;"
210616, ""
121005, ""
156094, "uid_support;"
131314, "sq_string_func_auto_charset;default_charset;squirrelmail_language;"
151653, ""
203474, ""
135934, "squirrelmail_plugin_hooks;"
141111, "uid_support;"
189846, ""
219435, ""
72970, ""
195875, ""
82534, "color;editor_size;year;day;month;hour;"
131610, "sq_string_func_auto_charset;default_charset;squirrelmail_language;"
121373, ""
30946, ""
