func_id,prefix,globals
124863,sqimap_mailbox_exists_0_,
196544,open_0_,
112578,ShowOption_0_,
182211,processSubject_0_,languages;squirrelmail_language
77764,imap_test_0_,default_charset
67525,mail_fetch_load_pref_0_,mailfetch_cypher;data_dir;PHP_SELF;mailfetch_alias_;mailfetch_uidl_;mailfetch_lmos_;mailfetch_login_;mailfetch_server_;mailfetch_port_;mailfetch_server_number;mailfetch_fref_;mailfetch_pass_;mailfetch_user_
204743,set_up_language_0_,default_charset;squirrelmail_default_language;sm_notAlias;use_gettext;languages;squirrelmail_language
108488,translate_form_go_0_,
155594,sqimap_msgs_list_delete_0_,uid_support;trash_folder;move_to_trash
102347,spamcop_load_0_,username;spamcop_delete;data_dir;spamcop_enabled;spamcop_method;spamcop_id;spamcop_quick_report
139215,boolean_hook_function_0_,squirrelmail_plugin_hooks
131027,sq_strlen_0_,default_charset;squirrelmail_language;sq_string_func_auto_charset
110550,translate_form_otenet_0_,
75735,stripos_0_,
69593,mail_fetch_check_folder_0_,mail_fetch_allow_unsubscribed
81886,save_option_sent_subfolders_base_0_,
137183,get_identities_0_,username;domain;data_dir
96226,squirrelmail_plugin_init_administrator_0_,squirrelmail_plugin_hooks
84698,display_events_0_,color;daily_events;year;day;month
210921,setPref_0_,prefs_cache
106474,squirrelmail_plugin_init_bug_report_0_,squirrelmail_plugin_hooks
126956,mailtree_sort_0_,delimiter
65520,do_error_0_,color
81907,sent_subfolder_getQuarter_0_,
16375,showComposeButtonRow_0_,username;default_use_mdn;use_javascript_addr_book;data_dir;request_mdn;request_dr;mailprio;save_as_draft;default_use_priority
124920,sqimap_mailbox_select_0_,color;auto_expunge
112633,ShowTrad_0_,
96251,squirrelmail_administrator_optpage_register_block_0_,optpage_blocks
129365,php_self_0_,
